creation_date,update_date,city,zip_code,country,geometry_type,geometry_coords,description,headline,title,keyfacts,price_value,brand,id,numberOfRooms,numberOfBedrooms,livingSpace,numberOfFloors,fact_numberOfRooms,fact_numberOfBedrooms,fact_livingSpace,fact_numberOfFloors,plotSpace,fact_plotSpace,availability,fact_availability,lon,lat,price_m2
,2025-11-25 21:26:09.299000+00:00,Annecy,74000,FRA,MultiPolygon,"[[[[6.12116, 45.90517], [6.11572, 45.90614], [6.11444, 45.90615], [6.11406, 45.90641], [6.11691, 45.90945], [6.11722, 45.90928], [6.11971, 45.911], [6.12155, 45.91161], [6.12195, 45.90881], [6.12286, 45.9075], [6.12143, 45.90737], [6.12116, 45.90517]]]]",A LOUER A ANNECY - Appartement DUPLEX T4 récent - Au 3ème étage d'une petite copropriété Le Privilège avec ascenseur - Proche Gare. Cuisine équipée ouverte sur séjour - Terrasse couverte - Garage - Provision pour charges de 122 euros soumises à régularisation annuelle - DG - 1 465 euros - Honoraires TTC charge locataire - 1 047.72 euros (dont état des lieux : 261.93 euros ) - Libre le 22/12/2025 - Visite sur RDV,À propos de ce bien,Duplex à louer,"['4 pièces', '3 chambres', '87,3 m²', 'Étage 3/4']",1587.0,seloger,25TZS5TXQ5ID,4.0,3.0,87.3,34.0,4 pièces,3 chambres,"87,3 m²",Étage 3/4,,,,,6.118975191444571,45.90800133044063,18.0
,2025-12-04 20:55:23.784000+00:00,Annecy,74000,FRA,MultiPolygon,"[[[[6.12325, 45.90301], [6.12332, 45.90282], [6.12146, 45.90158], [6.11659, 45.90075], [6.11626, 45.90114], [6.1144, 45.90098], [6.11346, 45.90148], [6.11401, 45.90185], [6.11841, 45.90276], [6.11726, 45.90375], [6.11567, 45.90432], [6.11479, 45.90514], [6.11369, 45.90425], [6.11288, 45.90467], [6.11107, 45.9031], [6.11084, 45.90349], [6.11406, 45.90641], [6.11444, 45.90615], [6.11572, 45.90614], [6.12111, 45.90521], [6.12205, 45.90314], [6.12325, 45.90301]]]]","RESIDENCE VERTUOSE – L'Escapade
APPARTEMENT NEUF – DISPONIBLE IMMÉDIATEMENT

Dans le nouveau Quartier des Hirondelles, issu de la réhabilitation du site historique NTN-SNR, découvrez un T2 moderne et lumineux, idéal pour savourer la douceur de vivre à Annecy.

Situé au 2 € étage, il dispose d'un balcon de 12 m² orienté Nord-Est,

L'appartement, fraîchement livré, offre un confort optimal : une entrée ouverte sur un séjour spacieux et baigné de lumière de 21 m², prolongé par une cuisine équipée (four, plaque, hotte, lave-vaisselle) pour simplifier votre quotidien. Une chambre avec dressing intégré, une salle d'eau pratique avec WC, et un balcon généreux complètent l'appartement.

Un garage fermé en sous-sol est inclus pour plus de confort et de sécurité.

Caractéristiques de la résidence :

• Résidence sécurisée
• Double vitrage
• Volets électriques et brise-soleil
• Chauffage et eau chaude collectifs au bois
• Certifiée NF Habitat – Haute Qualité Environnementale

À quelques minutes à pied du cœur historique d'Annecy, vous bénéficiez d'un accès facile aux commerces, au centre commercial Courier (5 min), aux transports (gare SNCF et bus), et aux services essentiels. Le quartier est calme, verdoyant et pensé pour la mobilité douce.

Loyer : 786,45 €
Provision sur charges : 160,00 €
Dépôt de garantie : 786,45 €
Honoraires : 576,42 €

Conditions de location :
Revenus équivalents à 3 mois de loyers charges comprises.
Plafonds de ressources à respecter (loi Pinel).
Pas de garants demandés sauf pour les étudiants.

Les candidatures et demandes de contact doivent être déposées exclusivement via notre plateforme FLATBAY.
Les visites seront organisées uniquement après réception d'un dossier complet et étude de votre candidature.

Pas de colocation

Référence interne : VERTUOSE - L'Escapade - E22",RESIDENCE VERTUOSE L’Escapade – ANNECY CENTRE,Appartement à louer,"['2 pièces', '1 chambre', '44 m²', 'Étage 2/5']",946.0,seloger,256AQ33X24K5,2.0,1.0,44.0,25.0,2 pièces,1 chambre,44 m²,Étage 2/5,,,,,6.117833317317363,45.90354563692385,22.0
,2025-10-23 12:45:12.309000+00:00,Annecy,74000,FRA,MultiPolygon,"[[[[6.12736, 45.9012], [6.12168, 45.89967], [6.12109, 45.90136], [6.12337, 45.90293], [6.12205, 45.90314], [6.12116, 45.90517], [6.12595, 45.90556], [6.12611, 45.90534], [6.12526, 45.90444], [6.12736, 45.9012]]]]","A LOUER TYPE 5 de 160 m² à ANNECY en 2ème étage d'un ensemble immobilier au calme, immeuble bourgeois de caractère au cœur du centre ville d'Annecy, à deux pas de la zone piétonne.
Cet appartement lumineux vient de bénéficier d'une rénovation complète. Il présente des prestations luxueuses, des équipements de qualité. Un garage ainsi qu'un local à usage de cave et de garage à vélos sont rattachés à ce bien.
L'immeuble dispose d'un ascenseur et d'un visiophone.

Cet appartement exposé Est/Sud/Ouest est composé d'une grande entrée avec cheminée décorative, d'un salon avec coin TV, une salle à manger ouverte sur la cuisine, cuisine en rotonde avec îlot central et cheminée décorative avec placard, accès à un petit balcon, trois chambres avec chacune un placard, une salle de bains avec double vasques, baignoire et douche, une chambre parentale avec dressing et salle de douche attenante (double vasques), une buanderie.

Chauffage et eau chaude individuels électriques.

Emplacement idéal, accès aisé aux axes autoroutiers, transports en commun au pied de l'immeuble (proche de la gare SNCF), parking municipal ainsi que voies cyclables au pied de l'immeuble.",Appartement 5 pièces,Appartement à louer,"['5 pièces', '4 chambres', '160 m²', '2ème étage']",3580.0,seloger,25CSUG3CVCIU,5.0,4.0,160.0,2.0,5 pièces,4 chambres,160 m²,2ème étage,,,,,6.1239195080444215,45.902670265258166,22.0
,2025-11-18 15:25:18.210000+00:00,Annecy,74000,FRA,MultiPolygon,"[[[[6.11762, 45.89252], [6.11721, 45.89275], [6.11649, 45.89194], [6.11435, 45.89303], [6.11363, 45.89475], [6.11442, 45.89476], [6.11587, 45.89357], [6.1173, 45.89285], [6.11752, 45.8931], [6.1172, 45.89415], [6.11754, 45.89477], [6.11687, 45.89478], [6.11698, 45.89523], [6.11788, 45.89548], [6.11755, 45.89586], [6.11658, 45.89585], [6.11584, 45.89618], [6.11629, 45.89681], [6.11614, 45.8973], [6.1169, 45.89695], [6.11799, 45.89689], [6.11952, 45.89813], [6.1222, 45.8987], [6.12262, 45.89728], [6.12347, 45.89789], [6.12381, 45.89744], [6.12524, 45.89726], [6.12748, 45.89615], [6.12777, 45.89469], [6.12746, 45.89461], [6.12809, 45.89321], [6.12657, 45.89328], [6.12558, 45.89279], [6.12665, 45.89237], [6.12684, 45.89155], [6.12855, 45.89009], [6.12619, 45.89019], [6.12399, 45.88957], [6.12334, 45.89028], [6.11762, 45.89252]]]]","A LOUER, 3 P + C de 59 m² à ANNECY en 4ème étage d'un immeuble situé secteur Loverchy et proche de la Vieille ville. Il bénéficie de belles prestations  ainsi qu'une vue sur les montagnes. Une cave et un parking en sous-sol sont rattachés à ce logement. La résidence dispose  d'un parking, d'un ascenseur et d'un interphone.

Cet appartement est composé d'un hall avec placard, d'une cuisine agencée, d'un séjour, de 2 chambres dont une avec placard, d'une salle de douche et d'un WC.

Chauffage collectif au gaz et EC collective.

Emplacement idéal proche de tous les commerces, de la gare et des réseaux de transports. Axes autoroutiers aisés.",T3 proche de la vieille ville à ANNECY,Appartement à louer,"['3 pièces', '25 chambres', '59 m²', '4ème étage']",1080.0,seloger,25CLLM6AS7W6,3.0,25.0,59.0,4.0,3 pièces,25 chambres,59 m²,4ème étage,,,,,6.122045102359377,45.89418738185055,18.0
,2025-11-24 15:55:17.055000+00:00,Annecy,74000,FRA,Point,"[6.129091, 45.90543099999991]","Type T5 à louer sur ANNECY, disponible.
Dans immeuble bourgeois très bien entretenu et situé dans le triangle d'or, entre les anciens haras et les Galeries Lafayette, appartement
au 1er étage avec ascenseur, d'une surface de 164 m² environ, grand balcon exposé Sud-Est de 19 m² environ, composé d'un hall
d'entrée, d'un séjour double avec cheminée décorative, parquet massif et moulures au plafond, d'une cuisine indépendante et
aménagée (nombreux rangements, hotte, plaque de cuisson, four et lave-vaisselle), de 4 chambres dont 3 avec cheminées décoratives,
d'une pièce dressing, d'une salle de bain avec meuble double-vasque, douche, radiateur sèche-serviettes, coiffeuse et WC, d'une
salle d'eau équipée d'une baignoire, d'un meuble-vasque et d'un branchement lave-linge, d'un WC avec lave-mains, nombreux placards,
chauffage collectif, cumulus pour eau chaude, double-vitrage.
Une cave et 2 places de parking en extérieur complètent l'offre de location.
APPARTEMENT D'EXCEPTION",T5,Appartement à louer,"['5 pièces', '4 chambres', '164,8 m²', '1er étage']",3000.0,seloger,25FKZCH23EPV,5.0,4.0,164.8,1.0,5 pièces,4 chambres,"164,8 m²",1er étage,,,,,6.129091,45.90543099999991,18.0
,2025-11-04 07:45:09.384000+00:00,Annecy,74000,FRA,MultiPolygon,"[[[[6.12736, 45.9012], [6.12789, 45.90041], [6.13134, 45.90036], [6.13134, 45.90005], [6.13185, 45.89995], [6.1478, 45.89967], [6.14839, 45.89836], [6.14547, 45.89789], [6.1382, 45.89855], [6.12906, 45.89825], [6.12928, 45.89794], [6.13068, 45.8977], [6.13184, 45.89672], [6.12942, 45.89514], [6.12993, 45.89409], [6.12871, 45.8941], [6.12777, 45.89469], [6.12752, 45.89609], [6.12673, 45.89661], [6.12524, 45.89726], [6.12381, 45.89744], [6.12347, 45.89789], [6.12262, 45.89728], [6.12172, 45.89958], [6.12736, 45.9012]]]]","Appartement de 59 m2 à louer sur Annecy

 LOUE à ANNECY MEYTHET
Immeuble les jardins de Saint Paul , toutes école à proximité.
Apt f3 ,5ème et dernier étage, ascenseur, cave, place de parking, balcon exp sud.

loyer 990 € charges 90 €

 Chercher un logement, c'est l'enfer, alors on a créé 123 Loger pour vous simplifier la vie.

 Combien ça coûte ?

 Vous réglez le pass de 29 euros (24 euros pour les étudiants). Le pass est mensuel, votre profil reste actif tant que vous restez

 abonné-e. Sans engagement, vous pouvez vous désabonner très facilement.

 Nous offrons une garantie satisfait-e ou remboursé-e pendant 3 mois.

 Comment ça marche ?

 Sur 123 Loger, ce sont les propriétaires qui contactent les locataires et ça change tout.

 1- Vous définissez vos critères : villes, surface, budget, etc

 2- Vous décrivez votre profil locataire : CDI, étudiant, indépendant, revenus, garant, etc… Une fois pour toute !

 3- Les propriétaires consultent votre profil et vous contactent directement.

 À bientôt sur 123 Loger.",Beau f3 59m² Meythet,Appartement à louer,"['3 pièces', '59 m²', '5ème étage']",1080.0,seloger,25324IUYJKW9,3.0,,59.0,5.0,3 pièces,,59 m²,5ème étage,,,,,6.13241684644669,45.89854144772835,18.0
,2025-12-06 01:20:13.765000+00:00,Annecy,74000,FRA,MultiPolygon,"[[[[6.12116, 45.90517], [6.11572, 45.90614], [6.11444, 45.90615], [6.11406, 45.90641], [6.11691, 45.90945], [6.11722, 45.90928], [6.11971, 45.911], [6.12155, 45.91161], [6.12195, 45.90881], [6.12286, 45.9075], [6.12143, 45.90737], [6.12116, 45.90517]]]]","Situé en centre-ville, cet appartement traversant de type T2 vous offre un espace de vie généreux et fonctionnel. La pièce principale, baignée de lumière naturelle, s'ouvre sur un agréable balcon orienté sud, idéal pour profiter des beaux jours. La cuisine entièrement équipée facilite votre quotidien, tandis que la chambre avec placard intégré assure un espace de rangement optimal. L'appartement dispose également d'une salle de bains et de toilettes séparées pour plus de confort. Le chauffage et l'eau chaude sont assurés par un système individuel électrique, vous permettant de gérer votre consommation.Ce bien est complété par deux atouts majeurs : une cave privative pour vos stockages supplémentaires et une précieuse place de parking privative, un avantage considérable en centre-ville.Un local à vélo est à disposition.(Fenêtres double vitrage, porte d'entrée blindée pour plus de sécuriré, interphone, ascenseur.)N'hésitez pas à déposer votre dossier sur notre site internet Foncia au plus vite.

Assurance Multirisques Privilège *: 13.16 euros / mois
*Services facultatifs, voir conditions en agences
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques :  georisques. gouv. fr",APPARTEMENT_MEUBLE,Appartement à louer,"['2 pièces', '1 chambre', '47,1 m²', 'Étage 3/4']",922.0,seloger,25WXF59YFBNT,2.0,1.0,47.1,34.0,2 pièces,1 chambre,"47,1 m²",Étage 3/4,,,,,6.118975191444571,45.90800133044063,20.0
,2025-12-02 00:55:13.589000+00:00,Annecy,74000,FRA,MultiPolygon,"[[[[6.14062, 45.88354], [6.12479, 45.87321], [6.12157, 45.85822], [6.11724, 45.85732], [6.11186, 45.85055], [6.10264, 45.84994], [6.10108, 45.85202], [6.1086, 45.86499], [6.10433, 45.8661], [6.10333, 45.86952], [6.11379, 45.8823], [6.11445, 45.88732], [6.11866, 45.88932], [6.11363, 45.89475], [6.1173, 45.89285], [6.11782, 45.89567], [6.11093, 45.90211], [6.11692, 45.90946], [6.11282, 45.91472], [6.10606, 45.91739], [6.10988, 45.92065], [6.11382, 45.91818], [6.11929, 45.92025], [6.12383, 45.92465], [6.12417, 45.93033], [6.12577, 45.92579], [6.12918, 45.92581], [6.13927, 45.91502], [6.13788, 45.91256], [6.14458, 45.9062], [6.15593, 45.88278], [6.14062, 45.88354]]]]","ANNECY - Au coeur du centre-ville, nous vous invitons à découvrir ce spacieux F4 de 79 m², entièrement réaménagé et meublé en 2024. Au 2ème étage d'une copropriété de 2013.

Il se compose de : un grand séjour avec cuisine ouverte, entièrement équipée (Cuisinella 2024) ; donnant accès à un balcon de 10m² au calme, côté jardin ; trois chambres ; une loggia ; SDB (douche) ; WC séparés ; garage sécurisé de 20m².

Chauffage collectif/gaz. DPE : C ; Loyer mensuel 1750 euros + 164 euros de charges (révision annuelle) ; Caution : 3652 euros ; Frais d'agence : 1023 euros (EDL inclus)

Disponible dès maintenant - ACCORT IMMOBILIER : 

Honoraires de 1 023 euros TTC à la charge du locataire. Loyer de base 1726 euros/mois. Provision sur charges 164 euros/mois, régularisation annuelle. Dépôt de garantie 3 452 euros. Classe énergie C, Classe climat C Montant moyen estimé des dépenses annuelles d'énergie pour un usage standard, établi à partir des prix de l'énergie de l'année 2023 : entre 400.00 et 600.00 euros. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : georisques.gouv.fr.",ANNECY CENTRE F4 MEUBLE - 79m²,Appartement à louer,"['4 pièces', '3 chambres', '78,6 m²', '2ème étage']",1890.0,seloger,25ZQMXD5T5EW,4.0,3.0,78.6,2.0,4 pièces,3 chambres,"78,6 m²",2ème étage,,,,,6.125850607783897,45.89080300463276,24.0
,2025-11-27 16:11:08.511000+00:00,Annecy,74000,FRA,MultiPolygon,"[[[[6.12586, 45.9118], [6.12363, 45.91178], [6.1179, 45.9151], [6.12208, 45.91603], [6.12314, 45.91696], [6.12381, 45.91719], [6.12382, 45.92148], [6.12509, 45.9223], [6.12552, 45.92223], [6.12586, 45.9118]]]]","Dans un quartier recherché, découvrez ce superbe appartement T3 de 48,59 m² situé au 4 € et dernier étage. Il offre une belle luminosité grâce à sa triple exposition Sud / Ouest / Est. Entièrement meublé et prêt à vivre, ce bien séduit par son confort et son agencement optimisé.

L'entrée s'ouvre sur une pièce de vie lumineuse avec cuisine équipée, accompagnée d'un cellier attenant.
La partie nuit se compose de deux chambres dont une avec grand placard intégré. Une des chambres donne accès à un balcon en enfilade.
Une salle de bain avec douche et WC séparés complètent cet espace.

Les prestations récentes apportent un véritable confort : isolation par l'extérieur, fenêtres double vitrage récentes et volets électriques.
Une cave privative ainsi qu'un local à vélo complètent ce bien.

Les charges incluent le chauffage au gaz, l'eau chaude et l'entretien des parties communes.

Idéalement situé dans le quartier Parc des Sports / Romains, proche des commerces et des transports, vous êtes à quelques minutes du centre-ville, de la gare et du lac.
Vous souhaitez en savoir plus ou planifier une visite ? Contactez-moi ! Les honoraires sont partagés entre le locataire et le bailleur, les honoraires à la charge du locataire sont de 485,00 euros
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques :  georisques. gouv. fr.

Réseau Immobilier CAPIFRANCE - Votre agent commercial (RSAC N°534 847 462 - Greffe de THONON LES BAINS) Mélanie MONTINI Entrepreneur Individuel Réf.932231",3 pièces,Appartement à louer,"['3 pièces', '2 chambres', '49 m²', 'Étage 4/4']",1155.0,seloger,2592DDZVS1GP,3.0,2.0,49.0,44.0,3 pièces,2 chambres,49 m²,Étage 4/4,,,,,6.123522711558737,45.915771310124896,24.0
,2025-12-08 06:36:05.405000+00:00,Annecy,74000,FRA,MultiPolygon,"[[[[6.12177, 45.89963], [6.1222, 45.8987], [6.11952, 45.89813], [6.11799, 45.89689], [6.1169, 45.89695], [6.11494, 45.89826], [6.11271, 45.89871], [6.11288, 45.89966], [6.11188, 45.90041], [6.1112, 45.90175], [6.1144, 45.90098], [6.11626, 45.90114], [6.11659, 45.90075], [6.12146, 45.90158], [6.12108, 45.90119], [6.12177, 45.89963]]]]","ANNECY CENTRE VILLE. Idéalement situé face à la gare d'Annecy, ce charmant studio de 22.82 m² vous offre un cadre de vie pratique et fonctionnel. Au 4ème étage avec ascenseur de la résidence La Croix d'Or, vous profiterez d'un emplacement privilégié à proximité immédiate des commerces et des transports en commun.Cet appartement comprend une entrée équipée d'un placard de rangement, une cuisine ouverte sur une pièce de vie lumineuse et donnant accès à un balcon. La salle de bains avec WC complète ce bien. Chauffage (base collective + complété au besoin par chauffage individuel électrique), eau chaude collective avec compteur et eau froide individuelle (le locataire devra souscrire à l'abonnement auprès du service des eaux).

Assurance Multirisques Privilège *: 10.22 euros / mois
*Services facultatifs, voir conditions en agences
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques :  georisques. gouv. fr",APPARTEMENT,Appartement à louer,"['1 pièce', '22,8 m²', '4ème étage']",630.0,seloger,25F4N6VPNVTG,1.0,,22.8,4.0,1 pièce,,"22,8 m²",4ème étage,,,,,6.11704985182472,45.89952034774439,28.0
,2025-12-04 03:20:05.933000+00:00,Annecy,74000,FRA,Point,"[6.129875, 45.924325]","Venez découvrir ce bel appartement T3 idéalement situé à proximité du carrefour de l'Avenue de Genève.Ce logement bénéficie d'un emplacement pratique, à quelques minutes des axes routiers et de l'autoroute Annecy Nord, facilitant vos déplacements quotidiens.Il se compose d'une entrée avec rangements, d'une cuisine équipée (four, plaques de cuisson, hotte et meubles de rangement), ainsi que d'un grand séjour ouvrant sur un large balcon.L'appartement dispose de deux chambres, d'une salle de bains et de toilettes séparées.Une cave et une place de stationnement extérieure complètent ce bien.",Appartement,Appartement à louer,"['3 pièces', '2 chambres', '66,8 m²', 'Étage 5/6']",1220.0,seloger,25FENZFVGGYA,3.0,2.0,66.8,56.0,3 pièces,2 chambres,"66,8 m²",Étage 5/6,,,,,6.129875,45.924325,18.0
,2025-12-08 00:30:28.359000+00:00,Annecy,74000,FRA,MultiPolygon,"[[[[6.14062, 45.88354], [6.12479, 45.87321], [6.12157, 45.85822], [6.11724, 45.85732], [6.11186, 45.85055], [6.10264, 45.84994], [6.10108, 45.85202], [6.1086, 45.86499], [6.10433, 45.8661], [6.10333, 45.86952], [6.11379, 45.8823], [6.11445, 45.88732], [6.11866, 45.88932], [6.11363, 45.89475], [6.1173, 45.89285], [6.11782, 45.89567], [6.11093, 45.90211], [6.11692, 45.90946], [6.11282, 45.91472], [6.10606, 45.91739], [6.10988, 45.92065], [6.11382, 45.91818], [6.11929, 45.92025], [6.12383, 45.92465], [6.12417, 45.93033], [6.12577, 45.92579], [6.12918, 45.92581], [6.13927, 45.91502], [6.13788, 45.91256], [6.14458, 45.9062], [6.15593, 45.88278], [6.14062, 45.88354]]]]","ANNECY CENTRE - COURIER
Grand F2 de 57m² au 4ème étage d'une résidence de standing. Il se compose d'un hall d'entrée avec placard ; une chambre avec placard aménagé ; une cuisine équipée ouverte sur le séjour ; Salle d'eau ; WC séparé ; Terrasse ; Garage en sous-sol
Chauffage individuel gaz. DPE : en cours - Loyer : 959 euros / mois + 121 euros de charges / mois (révision annuelle) - Frais d'agence : 575.40 euros (EDL inclus) ; Caution : 959 euros
AGENCE ACCORT 

Honoraires de 575 euros TTC à la charge du locataire. Loyer de base 959 euros/mois. Provision sur charges 121 euros/mois, régularisation annuelle. Dépôt de garantie 959 euros. Classe énergie D, Classe climat D Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 950.00 euros et 1330.00 euros sur les années 2021, 2022 et 2023 (abonnements compris). Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : georisques.gouv.fr.",F2 VIDE - ANNECY COURIER + GARAGE,Appartement à louer,"['2 pièces', '1 chambre', '56,6 m²', 'Étage 4/5']",1080.0,seloger,25VWEEMU83P6,2.0,1.0,56.6,45.0,2 pièces,1 chambre,"56,6 m²",Étage 4/5,,,,,6.125850607783897,45.89080300463276,19.0
,2025-12-06 01:20:12.720000+00:00,Annecy,74000,FRA,MultiPolygon,"[[[[6.12116, 45.90517], [6.11572, 45.90614], [6.11444, 45.90615], [6.11406, 45.90641], [6.11691, 45.90945], [6.11722, 45.90928], [6.11971, 45.911], [6.12155, 45.91161], [6.12195, 45.90881], [6.12286, 45.9075], [6.12143, 45.90737], [6.12116, 45.90517]]]]","Magnifique T4 Meublé avec Jardin Arboré aux Portes du Centre d'AnnecyDécouvrez ce superbe appartement traversant situé à deux pas du centre-ville d'Annecy. Ce T4 meublé vous séduira par ses belles prestations et son environnement calme, idéal pour allier confort urbain et tranquillité.L'espace de vie s'articule autour d'un hall d'entrée accueillant, un séjour avec cuisine ouverte prolongé par une grande loggia. Le coin nuit comprend trois chambres confortables, une salle de bains complète et une salle d'eau pratique. Un WC indépendant complète ce bien d'exception.Profitez également d'un grand jardin arboré pour vos moments de détente en plein air. Le stationnement est un véritable atout avec un garage, deux places de parking, un local extérieur pour stocker les vélos et une cave en sous-sol de la maison.N'hésitez pas à déposer votre dossier sur notre site internet Foncia au plus vite.
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques :  georisques. gouv. fr",APPARTEMENT_MEUBLE,Appartement à louer,"['4 pièces', '3 chambres', '100 m²', 'RDC']",1808.0,seloger,25P7R5A3L49N,4.0,3.0,100.0,,4 pièces,3 chambres,100 m²,RDC,,,,,6.118975191444571,45.90800133044063,18.0
,2025-11-28 09:26:21.546000+00:00,Annecy,74000,FRA,MultiPolygon,"[[[[6.12177, 45.89963], [6.1222, 45.8987], [6.11952, 45.89813], [6.11799, 45.89689], [6.1169, 45.89695], [6.11494, 45.89826], [6.11271, 45.89871], [6.11288, 45.89966], [6.11188, 45.90041], [6.1112, 45.90175], [6.1144, 45.90098], [6.11626, 45.90114], [6.11659, 45.90075], [6.12146, 45.90158], [6.12108, 45.90119], [6.12177, 45.89963]]]]","petit studio propre et fonctionnel, au 2e étage avec ascenseur, dans une résidence tranquille rue André Gide, à 10 min du lac et proche du centre. gardien sur place, immeuble bien tenu et calme.
pièce principale avec canapé convertible, tv murale, petite table pliante avec tabourets, grande fenêtre, sol carrelé effet bois clair. coin cuisine équipée : frigo, plaques, hotte, lave-vaisselle, évier beige, plan de travail bois clair, meubles de rangement hauts et bas. tout en bon état.
salle d'eau moderne, cabine de douche vitrée, machine à laver, wc suspendu, sèche-serviette, miroir lumineux. tout a été refait récemment, propre et fonctionnel.
résidence sécurisée avec badge, parking privé, local à vélos couvert, gardien présent la journée. voisins discrets, bonne isolation, ambiance tranquille.
bus à 2 min, commerces en bas de la rue, accès rapide au centre et au lac à pied.
loyer : 436€/mois cc
charges incluses
caution : 400€
dpe : c / ges : b
petits animaux ok
éligible apl.

Les logements présentés sont proposés par des propriétaires particuliers.
La mise en relation avec les propriétaires est gérée via la plateforme AlloAppart, un service indépendant dédié à la mise en contact directe entre locataires et bailleurs.
L'accès au dépôt de dossier locataire nécessite un abonnement mensuel.
AlloAppart n'est pas une agence immobilière : aucun frais d'agence ni commission ne sont dus au moment de la location.",studio 18m² – annecy – rue André Gide – 436€/mois,Appartement à louer,"['1 pièce', '18 m²', '2ème étage']",436.0,seloger,25M9QS6Q2CFD,1.0,,18.0,2.0,1 pièce,,18 m²,2ème étage,,,,,6.11704985182472,45.89952034774439,24.0
,2025-07-16 08:32:13.117000+00:00,Annecy,74000,FRA,Point,"[6.125044439892651, 45.903581751622035]","LOUE STUDIO 20m2
2e étage, Lumineux, Double vitrage,
Interphone, placard et penderie à l'entrée,
Kitchenette avec frigo, plaques électriques, hotte et rangement sous évier .
Clic-Clac, table et chaises
Douche, lavabo et wc séparés
Commerces à proximité et possibilité de stationner
IUT, Lycée  et ECOLES ou FAC secteur Bourran faciles d'accès avec véhicule personnel .
Libre",À propos de ce bien,Appartement à louer - logement étudiant,"['1 pièce', '19 m²', '2ème étage']",600.0,seloger,24GRLMLR9VT8,1.0,,19.0,2.0,1 pièce,,19 m²,2ème étage,,,,,6.125044439892651,45.903581751622035,32.0
,2025-12-08 06:35:16.383000+00:00,Annecy,74000,FRA,MultiPolygon,"[[[[6.12736, 45.9012], [6.12168, 45.89967], [6.12109, 45.90136], [6.12337, 45.90293], [6.12205, 45.90314], [6.12116, 45.90517], [6.12595, 45.90556], [6.12611, 45.90534], [6.12526, 45.90444], [6.12736, 45.9012]]]]","Élégant 2 pièces meublé avec balcon en plein cœur du centre-villeDécouvrez ce charmant appartement traversant qui vous séduira par son agencement optimal et sa luminosité naturelle. L'entrée avec placard vous accueille et dessert un espace de vie convivial composé d'une cuisine entièrement équipée (plaques vitrocéramiques, hotte, réfrigérateur/congélateur, micro-ondes, lave-linge) ouverte sur un séjour spacieux. Le balcon attenant à la cuisine vous offre un espace extérieur appréciable.La partie nuit comprend une chambre confortable avec parquet, apportant une touche chaleureuse à votre intérieur. Une salle de bains avec baignoire et des WC séparés complètent ce bien. Une cave en sous-sol vous procure un espace de rangement supplémentaire. Le chauffage et l'eau chaude sont collectifs, seuls les abonnements eau et électricité restent à votre charge.N'hésitez pas à déposer votre dossier sur notre site internet Foncia au plus vite.

Assurance Multirisques Privilège *: 13.16 euros / mois
*Services facultatifs, voir conditions en agences
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques :  georisques. gouv. fr",APPARTEMENT_MEUBLE,Appartement à louer,"['2 pièces', '1 chambre', '58,2 m²', '4ème étage']",928.0,seloger,25DXFWFTEDZZ,2.0,1.0,58.2,4.0,2 pièces,1 chambre,"58,2 m²",4ème étage,,,,,6.1239195080444215,45.902670265258166,16.0
,2025-12-01 21:41:21.579000+00:00,Annecy,74000,FRA,Point,"[6.1206819999999995, 45.90417199999993]","Type T4 + bureau à louer sur ANNECY CENTRE, disponible.
Appartement en parfait état, avec beaucoup de cachet, situé dans une petite copropriété très bien entretenue, d'une surface de 111 M²
avec balcon exposé Sud, au 3ème étage sans ascenseur, composé d'une entrée avec placard, d'un vaste séjour avec cheminée 
décorative, d'une cuisine ouverte et aménagée (nombreux rangements, hotte, plaque de cuisson, four, four micro-ondes, réfrigérateur
américain et lave-vaisselle), d'une pièce bureau située derrière la cuisine, de 2 chambres, d'un dressing équipé d'étagères dans couloir,
d'une suite parentale avec grand placard et sa salle d'eau (meuble-vasque et douche), d'une salle de bain avec meuble-vasque et
baignoire, radiateur sèche-serviettes et lave-linge/sèche-linge, d'un WC indépendant avec lave-mains, double-vitrage, chaudière
individuelle gaz pour chauffage et eau chaude.
Une cave, un local vélos, un garage et une place de parking privative complètent l'offre de location.",T4,Appartement à louer,"['4 pièces', '3 chambres', '111,1 m²', '3ème étage']",2400.0,seloger,25M41DZDNCDK,4.0,3.0,111.1,3.0,4 pièces,3 chambres,"111,1 m²",3ème étage,,,,,6.1206819999999995,45.90417199999993,22.0
