creation_date,update_date,city,zip_code,country,geometry_type,geometry_coords,description,headline,title,keyfacts,price_value,brand,id,numberOfRooms,livingSpace,numberOfFloors,fact_numberOfRooms,fact_livingSpace,fact_numberOfFloors,numberOfBedrooms,fact_numberOfBedrooms,availability,fact_availability,plotSpace,fact_plotSpace,lon,lat,price_m2
2025-12-01 10:24:00+00:00,2025-12-10 01:16:57.629000+00:00,Marseille 9ème,13009,FRA,Point,"[5.401056767, 43.246623993]","Votre agence La Comtesse Immobilier Mazargues vous propose à la location un studio meublé situé 5 rue Théophile Boudier, au cœur du quartier de Mazargues, 13009 Marseille.
Au deuxième étage, il se compose d'une pièce principale lumineuse avec kitchenette aménagée, d'une salle d'eau avec WC. Appartement calme et idéalement placé à proximité immédiate des commerces, des lignes de bus et du village de Mazargues.
Revenus nets mensuels nécessaires 2,7 fois le montant du loyer charges comprises. Garant accepté pour les étudiants répondant aux mêmes critères. Frais d'état des lieux inclus dans les honoraires.
Diagnostic ERP : « Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques :  »
Ref dossier MAZ/MCY
Pour toute information ou pour organiser une visite, contactez-moi",STUDIO QUARTIER MAZARGUES 13009 MARSEILLE,Appartement à louer - logement étudiant,"['1 pièce', '19 m²', '2ème étage']",492.0,seloger,25WVHWCZQ74T,1.0,19.0,2.0,1 pièce,19 m²,2ème étage,,,,,,,5.401056767,43.246623993,26.0
2025-11-12 16:24:00+00:00,2025-12-09 22:26:09.698000+00:00,Marseille 7ème,13007,FRA,MultiPolygon,"[[[[5.37214, 43.29097], [5.37204, 43.29091], [5.37201, 43.29083], [5.37201, 43.29079], [5.37207, 43.29072], [5.37185, 43.29049], [5.37181, 43.29044], [5.37162, 43.29008], [5.3716, 43.29001], [5.37157, 43.28991], [5.37157, 43.28957], [5.37149, 43.28963], [5.37137, 43.28965], [5.3713, 43.28966], [5.37122, 43.28969], [5.37122, 43.28968], [5.37118, 43.28967], [5.37097, 43.28923], [5.37093, 43.28926], [5.37089, 43.28927], [5.37084, 43.28926], [5.37079, 43.28925], [5.37025, 43.28913], [5.37025, 43.28913], [5.37022, 43.28913], [5.37013, 43.28911], [5.37011, 43.28911], [5.37003, 43.2891], [5.36984, 43.28911], [5.3697, 43.28913], [5.36949, 43.28914], [5.36929, 43.28918], [5.36922, 43.28918], [5.36865, 43.28923], [5.36855, 43.28924], [5.36851, 43.28925], [5.36846, 43.28927], [5.36844, 43.28929], [5.36843, 43.28931], [5.3684, 43.28939], [5.36837, 43.28948], [5.36835, 43.28951], [5.36831, 43.28954], [5.36828, 43.28954], [5.36822, 43.28954], [5.36687, 43.2894], [5.3668, 43.28935], [5.36677, 43.28906], [5.36675, 43.28902], [5.36672, 43.289], [5.36659, 43.28896], [5.36647, 43.28893], [5.36636, 43.28934], [5.36635, 43.28937], [5.36631, 43.28956], [5.3663, 43.28982], [5.36635, 43.29018], [5.36639, 43.29047], [5.36649, 43.29066], [5.36739, 43.29084], [5.36744, 43.29085], [5.36747, 43.29085], [5.36757, 43.29087], [5.36861, 43.29107], [5.36932, 43.2912], [5.369, 43.29213], [5.3694, 43.2922], [5.36982, 43.29225], [5.37048, 43.29233], [5.37147, 43.29247], [5.37161, 43.29217], [5.37181, 43.29169], [5.37214, 43.29097]]]]","Nous vous proposons à la location au ""3 rue des tyrans "" 13007 Marseille :
 Un joli T2 de 49m² meublé situé au 2eme étage d'un immeuble ancien sans ascenseur. Cet appartement se compose d'une belle pièce de vie, d'une cuisine, d'une chambre, d'une salle d'eau et WC.
 Loyer C.C : 817.68€
 Provisions sur charges avec régularisation annuelle : 40€
 Dépôt de garantie : 1555.36€
 Honoraires de location totales : 543.53€ dont 125.43€ d'honoraires d'état des lieux.
 Disponible immédiatement
 Contactez Océane GRANON uniquement par SMS ou bien sur 
 Montant estimé des dépenses annuelles d'énergie pour un usage standard entre 900€ et 1270€ (base des prix moyens des énergies indexés en 2021,2022,2023 abonnement compris)
 Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : 
 Location soumise à des conditions de revenus par la garantie de loyers impayés.
 La solvabilité du Locataire est acquise si le montant du revenu net global du Locataire est égal ou supérieur à 3 fois le montant du loyer annuel, charges et taxes comprises,
 Si le montant du loyer annuel, charges et taxes comprises représente plus de 50 % des revenus nets du Locataire, la solvabilité du Locataire n'est pas acquise et la garantie de l'Assureur est inopérante.
 Lorsque le Locataire est étudiant, la garantie et la solvabilité sont acquises si la ou les personnes (deux au maximum) qui se portent caution solidaire ont un revenu net annuel égal ou supérieur à 3 fois le montant du loyer annuel charges et taxes comprises.
 La solvabilité de la caution est acquise si le revenu net annuel est égal à 3 fois le montant du loyer annuel, charges et taxes comprises.
 Important: Les revenus du (ou des) Locataire(s) et les revenus de la caution ne se cumulent pas.",T2 MEUBLE/ SAINT VICTOR,Appartement à louer,"['2 pièces', '1 chambre', '41 m²', '2ème étage']",817.0,seloger,25A3IEWBGGGA,2.0,41.0,2.0,2 pièces,41 m²,2ème étage,1.0,1 chambre,,,,,5.369520103578421,43.29056311345258,20.0
2025-11-21 22:12:00+00:00,2025-12-03 05:21:05.611000+00:00,Marseille 1er,13001,FRA,Point,"[5.3808573, 43.301039]","Logement Manda ! Visitez et déposez votre dossier uniquement sur notre plateforme  ! Nous ne vous enverrons jamais le bail ou le RIB par mail - tout est sécurisé sur notre plateforme.

 26 Boulevard d'Athènes, 13001 Marseille
 Disponible le 24/11/2025 • 1er étage • 143,7 m² • T5 • Meublé • 4 chambres • 2200 €
L'agence Manda vous propose ce spacieux T5 meublé idéalement situé en plein cœur du 1er arrondissement de Marseille, à proximité immédiate des transports et de toutes les commodités.
Description du logement
Ce bel appartement de 143 m² se compose d'un séjour lumineux, aménagé avec deux canapés et une table à manger, offrant un espace convivial et confortable, complété d'un balcon filant.
La cuisine ouverte, moderne et entièrement équipée, vous permettra de profiter d'un espace fonctionnel et agréable pour cuisiner au quotidien.
L'appartement dispose de quatre chambres, chacune offrant un bel espace de repos et de rangement.
La salle d'eau est équipée d'une baignoire et d'une douche.
 Une machine à laver et un sèche linge sont également à disposition.
Atouts du bien
• Surface exceptionnelle : 143 m²
• Balcon filant
• Cave
• Séjour lumineux
• Cuisine ouverte équipée
• Trois chambres spacieuses & un espace chambre ou bureau supplémentaire
• Machine à laver & sèche linge
• Emplacement recherché : transports, commerces, écoles
• Appartement meublé, prêt à vivre

Disponible dès le 24/11/2025, ce beau T5 n'attend plus que vous !

VOUS POUVEZ VISITER PLUS DE 3 000 LOGEMENTS (visite virtuelle + vidéos) ET DÉPOSER VOTRE CANDIDATURE SUR LE SITE WEB MANDA (REF : MANDA-70532)
Référence du bien : MANDA-70532",Location Magnifique T5 meublé – Marseille 1er,Appartement à louer,"['5 pièces', '4 chambres', '143 m²', '1er étage']",2200.0,seloger,25KMYCD1MUSM,5.0,143.0,1.0,5 pièces,143 m²,1er étage,4.0,4 chambres,,,,,5.3808573,43.301039,15.0
2025-11-12 18:08:00+00:00,2025-12-09 18:16:15.713000+00:00,Marseille 4ème,13004,FRA,Point,"[5.402396, 43.305396]","Secteur Blancarde - Très agréable appartement Type 3 meublé de 50m² avec climatisation situé en rez de chaussée sur élevé au 20 rue davin dans le 4e arrondissement à Marseille.

Cet appartement en excellent état se compose d'une pièce à vivre, d'une cuisine aménagée et equipée (four,lave linge, lave vaisselle,réfrigérateur, plaques éléctriques,hotte) ainsi que de deux chambres et d'une salle d'eau avec wc séparés.

Proche des arrêts de bus (42,72,81). Commerces, école, parcs se trouvent à proximité. 

Prévoir la taxe pour l'enlèvement des ordures ménagères en plus du loyer de 18 euros/ mois.

Appartement avec un Diagnostic de Performance énergétique classe C : Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 500 euros et 730 euros par an. Prix moyens des énergies indexés sur les années 2021,2022,2023 (abonnements compris).

Eau chaude et chauffage électrique individuel.

Visite vidéo de l'appartement en copiant ce lien: 

Disponible dès le 28 Novembre 2025.

Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : 

IMPORTANT : Pour toute demande d'information ou pour déposer votre dossier, merci de nous envoyer un mail depuis l'annonce . Vous recevrez alors un formulaire à remplir. A réception, nous ne manquerons pas de revenir vers vous.
Le gestionnaire de cet appartement est Julien.",Meublé,Appartement à louer,"['3 pièces', '2 chambres', '50,6 m²', 'RDC']",890.0,seloger,25LGK43AR5Z2,3.0,50.6,,3 pièces,"50,6 m²",RDC,2.0,2 chambres,,,,,5.402396,43.305396,18.0
2025-12-03 00:40:00+00:00,2025-12-10 01:01:27.353000+00:00,Marseille 7ème,13007,FRA,MultiPolygon,"[[[[5.36632, 43.29941], [5.36611, 43.29871], [5.36477, 43.29888], [5.36259, 43.29649], [5.3612, 43.29605], [5.3611, 43.29531], [5.35862, 43.29807], [5.35922, 43.29801], [5.35962, 43.29757], [5.36244, 43.29884], [5.36213, 43.2992], [5.36249, 43.29938], [5.36116, 43.30097], [5.36132, 43.30147], [5.3637, 43.30254], [5.36319, 43.30314], [5.36195, 43.30259], [5.36155, 43.30307], [5.36432, 43.30432], [5.36427, 43.30484], [5.36221, 43.30516], [5.36222, 43.30539], [5.36266, 43.30533], [5.36294, 43.30566], [5.36545, 43.30526], [5.36731, 43.31086], [5.36725, 43.31193], [5.36879, 43.3124], [5.37083, 43.30876], [5.36985, 43.30835], [5.37125, 43.30588], [5.36734, 43.3047], [5.36713, 43.30496], [5.36697, 43.30462], [5.36631, 43.30467], [5.36588, 43.30324], [5.36753, 43.30289], [5.36632, 43.29941]]]]","AHORA IMMOBILIER vous propose à la location ce joli T2 non meublé d'environ 41 m² situé dans le secteur privilégié et recherché de Saint-Victor, au coeur du 7ème arrondissement de Marseille. Proximité commerces. Le bien offre une cuisine aménagée et équipée, une chambre et une salle de bains. L'appartement a été repeint et la cuisine est neuve.

Contact : Ludovic MICHEL 
Mandat de gestion : 1234

L'agence AHORA IMMOBILIER 11 boulevard du Redon 13009 MARSEILLE, vous propose une sélection d'appartements et de maisons / villas à la vente et à la location dans les secteurs de Marseille Sud.

Honoraires de 533 euros TTC à la charge du locataire comprenant 123 euros TTC pour l'état des lieux. Loyer de base 650 euros/mois. Provision sur charges 50 euros/mois, régularisation annuelle. Dépôt de garantie 650 euros. Classe énergie E, Classe climat B Montant moyen estimé des dépenses annuelles d'énergie pour un usage standard, établi à partir des prix de l'énergie de l'année 2021 : entre 810.00 et 1140.00 euros. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : georisques.gouv.fr. 

Votre conseiller AHORA IMMOBILIER : Ludovic MICHEL
Agent commercial (Entreprise individuelle)",T2 non meublé – Saint-Victor,Appartement à louer,"['2 pièces', '1 chambre', '41,1 m²', 'Étage 2/3']",700.0,seloger,25J61T7PZUK8,2.0,41.1,23.0,2 pièces,"41,1 m²",Étage 2/3,1.0,1 chambre,,,,,5.36568577089584,43.303795812041706,17.0
2025-10-30 10:24:00+00:00,2025-12-10 01:16:58.544000+00:00,Marseille 8ème,13008,FRA,MultiPolygon,"[[[[5.40225, 43.17592], [5.40057, 43.17517], [5.39988, 43.17586], [5.40235, 43.17673], [5.40225, 43.17592]]], [[[5.3847, 43.17365], [5.38658, 43.17399], [5.38137, 43.17475], [5.38159, 43.17626], [5.3776, 43.17573], [5.37531, 43.17707], [5.37289, 43.17692], [5.37176, 43.17946], [5.37506, 43.17827], [5.37486, 43.1795], [5.37758, 43.17928], [5.38066, 43.18083], [5.38189, 43.17956], [5.38445, 43.17949], [5.38388, 43.17857], [5.3864, 43.17834], [5.38642, 43.17917], [5.39751, 43.17477], [5.39869, 43.17373], [5.39782, 43.173], [5.38639, 43.17261], [5.3847, 43.17365]]], [[[5.38898, 43.18535], [5.38706, 43.18598], [5.38349, 43.18746], [5.3813, 43.19015], [5.38534, 43.18909], [5.3844, 43.18811], [5.38695, 43.18838], [5.39155, 43.18616], [5.38898, 43.18535]]], [[[5.36284, 43.19997], [5.36703, 43.19718], [5.37165, 43.19387], [5.36221, 43.19686], [5.36139, 43.19875], [5.35856, 43.1997], [5.36284, 43.19997]]], [[[5.22884, 43.19913], [5.23143, 43.1988], [5.22875, 43.1976], [5.22884, 43.19913]]], [[[5.35835, 43.20035], [5.35848, 43.19939], [5.35664, 43.19961], [5.35521, 43.20133], [5.35835, 43.20035]]], [[[5.3378, 43.21286], [5.33972, 43.21162], [5.34007, 43.20913], [5.33837, 43.2079], [5.32855, 43.2124], [5.3378, 43.21286]]], [[[5.32505, 43.21369], [5.32555, 43.21497], [5.32778, 43.21405], [5.32505, 43.21369]]], [[[5.35335, 43.23226], [5.35311, 43.2331], [5.35595, 43.23301], [5.35957, 43.23554], [5.36235, 43.23986], [5.36179, 43.24222], [5.36372, 43.24638], [5.3631, 43.24338], [5.36488, 43.24266], [5.36809, 43.24409], [5.36451, 43.24573], [5.3679, 43.24503], [5.3695, 43.24633], [5.37038, 43.2447], [5.37336, 43.24585], [5.37308, 43.25149], [5.37226, 43.25226], [5.37395, 43.25294], [5.37371, 43.25464], [5.3719, 43.25439], [5.37303, 43.25587], [5.3746, 43.25547], [5.37568, 43.2583], [5.37386, 43.25992], [5.3726, 43.25903], [5.3715, 43.25995], [5.37241, 43.26124], [5.37048, 43.26174], [5.37038, 43.26377], [5.36816, 43.26299], [5.36864, 43.26673], [5.36927, 43.26591], [5.37151, 43.26633], [5.36884, 43.26829], [5.36761, 43.26612], [5.368, 43.26831], [5.36955, 43.26891], [5.37262, 43.26782], [5.37419, 43.27962], [5.37648, 43.27919], [5.37858, 43.28108], [5.38874, 43.28315], [5.39911, 43.27757], [5.39922, 43.27305], [5.40154, 43.26969], [5.3974, 43.26756], [5.39393, 43.26788], [5.39911, 43.25872], [5.39695, 43.25809], [5.39935, 43.25465], [5.39456, 43.25338], [5.39698, 43.24909], [5.39693, 43.24741], [5.39489, 43.24628], [5.39613, 43.24461], [5.39004, 43.24153], [5.39277, 43.23976], [5.39128, 43.23809], [5.39194, 43.23497], [5.38955, 43.23303], [5.38146, 43.232], [5.38185, 43.22705], [5.37944, 43.22589], [5.37843, 43.22343], [5.38363, 43.22339], [5.38156, 43.20972], [5.37994, 43.21065], [5.37278, 43.20847], [5.37204, 43.20967], [5.37019, 43.2076], [5.36322, 43.20731], [5.36156, 43.20966], [5.35706, 43.20839], [5.3523, 43.21015], [5.35361, 43.21249], [5.35088, 43.21115], [5.34724, 43.21303], [5.34481, 43.21216], [5.34058, 43.21391], [5.3371, 43.2136], [5.33608, 43.21498], [5.34294, 43.21462], [5.34247, 43.21673], [5.34488, 43.21705], [5.34487, 43.21566], [5.34638, 43.21544], [5.34485, 43.2218], [5.34604, 43.22449], [5.34829, 43.2252], [5.34657, 43.22623], [5.34846, 43.22831], [5.34935, 43.22895], [5.3479, 43.22957], [5.34989, 43.23199], [5.35253, 43.23344], [5.35335, 43.23226]]], [[[5.3721, 43.2524], [5.37226, 43.25226], [5.37065, 43.2516], [5.3721, 43.2524]]]]","Important : Pour postuler à cette location, merci de déposer votre dossier via la plateforme Garantme. Pour recevoir le lien, cliquez sur le bouton ""contacter l'agence"" ou le bouton ""envoyer un message"". Une fois votre dossier complété sur Garantme, nous vous recontacterons s'il nous reste des disponibilités de visites.
  
 Cet appartement 3 pièces meublé de 66m2, est idéalement situé au sein de la résidence prisée de La Cadenelle. Un emplacement privilégié dans le 8ème arrondissement, proche du second Prado, des plages, de l'école Provence, etc..
 Il se compose d'une entrée desservant un séjour lumineux avec baie vitrée ouvrant sur une grande terrasse, sans vis-à-vis, avec vue sur la piscine et la nature. À l'arrière, une première chambre ou bureau se situe à proximité du cellier et de la cuisine indépendante entièrement équipée (plaque de cuisson, hotte, réfrigérateur, four, lave-vaisselle, lave-linge). Un second couloir mène à la salle de bains avec WC, à un grand dressing et à la chambre principale.
 LOGEMENT DISPONIBLE LE 24/11/2025
  
 Loyer : 1622€ CC dont 280€ de provisions de charges mensuelle comprenant : piscine / eau chaude / eau froide / chauffage / climatisation / entretien des parties communes /
 Dépot de garantie : 2684€
 Honoraires : 864.37€ (dont 199.47€ pour l'état des lieux)
 DPE : E / GES : E
 Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 910€ et 1290€, estimation réalisée à partir des prix énergétiques de référence de l'année : 2021.
 Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site : 
  
 En déposant votre dossier, vous nous autorisez à communiquer vos informations au bailleur.
 Visite après étude du dossier de candidature, Gestion Loc active, le partenaire premium de votre gestion et de vos locations.",T3 meublé climatisé + terrasse + résidence Cadenelle 13008,Appartement à louer,"['3 pièces', '2 chambres', '66 m²', '2ème étage']",1622.0,seloger,25NQQ4KGYZ3W,3.0,66.0,2.0,3 pièces,66 m²,2ème étage,2.0,2 chambres,,,,,5.374977951044883,43.23782879940649,25.0
,2025-11-20 10:39:33.747837300+00:00,Marseille,13005,FR,MultiPolygon,"[[[[5.39569, 43.28722], [5.39562, 43.28734], [5.39549, 43.2876], [5.39521, 43.28815], [5.39489, 43.28879], [5.39484, 43.28888], [5.3951, 43.28895], [5.39659, 43.28935], [5.39706, 43.28948], [5.39725, 43.28953], [5.39719, 43.28967], [5.39701, 43.29006], [5.39696, 43.29018], [5.39698, 43.2902], [5.39702, 43.29022], [5.3972, 43.29027], [5.39774, 43.29041], [5.39785, 43.29044], [5.39745, 43.29123], [5.39751, 43.29122], [5.3982, 43.29106], [5.39822, 43.29106], [5.39824, 43.29105], [5.39825, 43.29103], [5.39827, 43.291], [5.3983, 43.29096], [5.39876, 43.29004], [5.39881, 43.28994], [5.39887, 43.28984], [5.39909, 43.28904], [5.39912, 43.28896], [5.39962, 43.28896], [5.3996, 43.2889], [5.39951, 43.28861], [5.39931, 43.28797], [5.39922, 43.28771], [5.39911, 43.28735], [5.39911, 43.28733], [5.39909, 43.28727], [5.39898, 43.28692], [5.39895, 43.28683], [5.39878, 43.2863], [5.39872, 43.28614], [5.39872, 43.2861], [5.39868, 43.28597], [5.39845, 43.28595], [5.39793, 43.28588], [5.39726, 43.28581], [5.3967, 43.28575], [5.39652, 43.28573], [5.39644, 43.28572], [5.3962, 43.2857], [5.39606, 43.2863], [5.39596, 43.28673], [5.39569, 43.28722]]]]","🏠 IDÉAL ÉTUDIANT OU JEUNE ACTIF - PRÊT À VIVRE

✨ APPARTEMENT ENTIÈREMENT REFAIT À NEUF
Travaux réalisés par artisan avec garantie décennale - État impeccable

📍 LOCALISATION :
- Quartier Sainte-Cécile, 13005 Marseille
- Métro Baille (ligne 1) : 5 min à pied
- Proche Faculté médecine/pharma, Hôpital Timone
- Commerces, restaurants, transports à proximité

🏡 L'APPARTEMENT :
- GRAND T1 de 37 m² au 3ème étage AVEC ASCENSEUR
- Grande pièce de vie lumineuse (20m²)
- Cuisine SÉPARÉE équipée avec fenêtre double vitrage :
- Plaques de cuisson électriques
- Hotte aspirante
- Nombreux rangements (placards hauts et bas)
- Salle d'eau moderne avec douche et WC
- Placard de rangement dans le couloir
- Double vitrage partout
- Cave privative 4,5m² avec clé (RARE pour un T1 !)
- Immeuble calme et bien entretenu

💡 GROS AVANTAGE BUDGET :
- Chauffage COLLECTIF inclus (0€ facture en plus !)
- Eau chaude COLLECTIVE incluse (0€ facture en plus !)
- DPE Classe C = Économe en énergie (coûts estimés : 250-390€/an)
→ 810€/mois = TOUT COMPRIS, aucune surprise

💰 LOYER : 810 € charges comprises
(Loyer HC : 720 € + Charges : 90 € incluant chauffage + eau chaude)
Dépôt de garantie : 720 €

✅ PROFIL RECHERCHÉ :
- Revenus nets ≥ 3× le loyer (2 430€/mois minimum)
- Étudiant avec garant solvable OU garantie Visale
- Jeune actif en CDI (hors période d'essai)
- Alternant avec garant

🔑 DISPONIBLE IMMÉDIATEMENT

⚠️ PREMIER CONTACT UNIQUEMENT PAR EMAIL
Merci d'envoyer votre dossier complet :
- Pièce d'identité
- 3 derniers bulletins salaire (ou certificat scolarité + dossier garant)
- Dernier avis d'imposition
- RIB
- Brève présentation de votre situation

Réponse rapide sous 24h. Visite organisée après validation du dossier.
Adresse exacte communiquée aux candidats sérieux.

Location particulier à particulier - Pas d'appels téléphoniques SVP",GRAND T1 REFAIT À NEUF - 37m² - MARSEILLE 5ÈME - ASCENSEUR + CAVE,Appartement à louer,"['1 pièce', '37 m²', 'Étage 3/8', 'disponible dès maintenant']",810.0,seloger,25LAGTTCYYG2,1.0,37.0,38.0,1 pièce,37 m²,Étage 3/8,,,disponible dès maintenant,disponible dès maintenant,,,5.397436978608051,43.288096808096284,22.0
2025-11-27 07:16:00+00:00,2025-12-09 07:26:19.211000+00:00,Marseille 9ème,13009,FRA,Point,"[5.4032517, 43.2607208]","3 chambre(s) libre(s) dans une colocation de 3 chambres dans une maison de 100m2

Location à l'année d'une chambre dans une colocation en maison à Marseille 9éme proche Métro DROMEL - IFSI - Faculté de Luminy.
3 chambres disponibles ( Location à la chambre possible suivant conditions) suite au départ des étudiants en stage en dehors de Marseille.
Maison avec petit jardin, au rez-de-chaussée cette maison dispose d'une cuisine, une salle à manger et un salon ainsi qu'une salle d'eau avec WC et une buanderie.
A l'étage 3 chambres (2 chambres occupées par des étudiants / 1 chambre libre, une salle d'eau avec douche à l'italienne et un WC indépendant & Buanderie.
Le jardin dispose d'une table de pique-nique pour prise de repas en extérieur ou travail sous une treille de vigne.

Updated on 09/12/2025
  Mise à jour le 09/12/2025",Chambre dans une colocation de 12m2,Studio à louer,"['1 pièce', '3 chambres', '12 m²', 'RDC']",600.0,seloger,25VZQXN8FUQE,1.0,12.0,,1 pièce,12 m²,RDC,3.0,3 chambres,,,,,5.4032517,43.2607208,50.0
2025-12-08 15:52:00+00:00,2025-12-08 15:56:16.483000+00:00,Marseille 2ème,13002,FRA,MultiPolygon,"[[[[5.37442, 43.29528], [5.37375, 43.29503], [5.37352, 43.2959], [5.37268, 43.29611], [5.36759, 43.29561], [5.36356, 43.29479], [5.3636, 43.29512], [5.36513, 43.2954], [5.36569, 43.2963], [5.37068, 43.29787], [5.37299, 43.29773], [5.37419, 43.29626], [5.37442, 43.29528]]]]","Marseille 02 - VIEUX PORT/RUE DE LA REPUBLIQUE 

Rue Coutellerie
A Louer T3 meublé en parfait état d'environ 80m2 au 2ème étage avec ascenseur.
Composé d'un hall d'entrée, une cuisine équipée ouverte sur un grand séjour, 2 chambres , une salle d'eau, un WC .
Climatisation.
Nombreux rangements.
Proche de toutes commodités.

A Voir rapidement !

**Consultez nos annonces sur notre site **",RUE DE LA REPUBLIQUE T3 A LOUER,Appartement à louer,"['3 pièces', '2 chambres', '79,6 m²', '2ème étage']",1200.0,seloger,257UDELKCSWB,3.0,79.6,2.0,3 pièces,"79,6 m²",2ème étage,2.0,2 chambres,,,,,5.369885154159727,43.29646844012214,15.0
2025-09-25 15:25:00+00:00,2025-11-06 15:31:14.073000+00:00,Marseille 8ème,13008,FRA,Point,"[5.376993871593556, 43.26179189989257]","À deux pas de la plage, dans une résidence récente, sécurisée et dotée d'un jardin commun, découvrez ce magnifique duplex T3 traversant de 84 mètres carrés situé au dernier étage.

Ce bien se compose, au rez-de-chaussée, d'une entrée avec rangements, de deux chambres dont une avec dressing et accès à une première terrasse, d'une salle de bains équipée à la fois d'une douche et d'une baignoire, ainsi que de WC séparés avec lave-mains.

À l'étage, vous trouverez une cuisine entièrement équipée avec îlot central, ouverte sur un séjour lumineux bénéficiant d'une belle hauteur sous plafond, prolongé par une mezzanine faisant office de salon d'appoint ou d'espace détente. Le tout s'ouvre sur une grande terrasse aménagée avec vue mer.

Les atouts de ce bien :

Box fermé permettant de stationner deux véhicules en enfilade
Double vitrage
Volets roulants électriques
Climatisation réversible
Situation idéale : à quelques mètres de la mer, des transports en commun et des commerces de proximité.",Duplex Borely,Duplex à louer,"['3 pièces', '2 chambres', '84 m²', 'Étage 4/4']",2700.0,seloger,25NT7CKQF57R,3.0,84.0,44.0,3 pièces,84 m²,Étage 4/4,2.0,2 chambres,,,,,5.376993871593556,43.26179189989257,32.0
