creation_date,update_date,city,zip_code,country,geometry_type,geometry_coords,description,headline,title,keyfacts,price_value,brand,id,numberOfRooms,livingSpace,numberOfFloors,fact_numberOfRooms,fact_livingSpace,fact_numberOfFloors,numberOfBedrooms,fact_numberOfBedrooms,plotSpace,fact_plotSpace,availability,fact_availability,lon,lat,price_m2
2025-12-02 16:45:00+00:00,2025-12-05 11:25:09.435000+00:00,Nice,06000,FRA,MultiPolygon,"[[[[7.27103, 43.69672], [7.27076, 43.69624], [7.2701, 43.69643], [7.26919, 43.69613], [7.26921, 43.69446], [7.26873, 43.69429], [7.26365, 43.69433], [7.26352, 43.69491], [7.26539, 43.69499], [7.26423, 43.69935], [7.26795, 43.70059], [7.27063, 43.6967], [7.27103, 43.69672]]]]","En plein cœur du centre ville, avenue jean médecin, studio meublé composé d'une entrée, d'un séjour avec cuisine équipée et d'une salle de douche avec WC. Appartement au calme et lumineux au sein d'un immeuble avec ascenseur.
Surface habitable: 22.38m2
Loyer : 725€ par mois charges comprises dont 30€ de provision pour charges.
Dépôt de garantie: 1390€
Honoraires charge locataire: 290.94€ TTC dont 67.14€ TTC pour état des lieux.
Contact agence :",STUDIO MEUBLE - CENTRE VILLE,Appartement à louer,"['1 pièce', '22,4 m²', 'Étage 5/6', 'dès le 18/12/2025']",725.0,seloger,25CIRDE14ZT9,1.0,22.4,56.0,1 pièce,"22,4 m²",Étage 5/6,,,,,dès le 18/12/2025,dès le 18/12/2025,7.267127354993459,43.69715043442192,32.0
2025-11-27 03:16:00+00:00,2025-11-27 03:20:08.522000+00:00,Nice,06100,FRA,Point,"[7.255925, 43.712329]","Oqoro vous propose ce charmant appartement T4 de 101 m², idéalement situé au 21bis Avenue Henri Barbusse, à Nice.

 LE LOGEMENTCe spacieux appartement se distingue par sa luminosité et son aménagement soigné.
Pièce de vie : Un salon chaleureux, meublé avec goût, comprenant un canapé convertible, un fauteuil, un pouf, ainsi qu'un coin repas avec table à manger et bancs. Cet espace donne accès à un balcon agréable, parfait pour profiter de l'extérieur.
Cuisine ouverte : Entièrement équipée avec four, micro-ondes, plaques de cuisson, hotte, évier, réfrigérateur avec compartiment congélateur, lave-vaisselle, nombreux rangements et ustensiles de cuisine. Un îlot central avec tabouret complète l'ensemble.
Rangements : Plusieurs espaces de rangement sont disponibles dans les couloirs.

 ESPACE NUIT – 3 CHAMBRESChambre principale : Très lumineuse, elle dispose d'un lit double, d'un grand dressing et d'une salle de bain privative avec douche, meuble vasque, WC et rangements.
Chambre 2 : Meublée avec un canapé convertible et une armoire, idéale pour être aménagée en bureau selon vos besoins.
Chambre 3 : Équipée d'une armoire et un lit mezzanine
Salle de bain supplémentaire : elle comprend une baignoire, un meuble vasque avec miroir, un lave-linge et sèche-linge
WC séparé : Pour un confort optimal.

 EXTÉRIEUR & STATIONNEMENTUn balcon agréable complète le bien.
Stationnement gratuit dans le quartier, dans un rayon d'au moins 100 mètres.
Pour les deux-roues : possibilité de stationner directement dans l'impasse

LE QUARTIER
Situé dans un quartier agréable et bien desservi, l'appartement bénéficie d'un excellent emplacement à Nice.
Transports en commun : Lignes de bus 8, 49, 57, 72 et 631 à proximité immédiate.
Tramway : La ligne L1 est accessible en 8 minutes à pied (arrêt Borriglione).
Gare SNCF : La gare de Nice est située à seulement 14 minutes à pied.
Commodités : toutes les commodités sont accessibles en moins de 10 minutes à pied :
Supermarchés (Carrefour City, Picard, Intermarché à 3 minutes)
Boulangeries, pharmacies, etc.
Centre-ville : À seulement 10 minutes à pied, avec un accès rapide aux commerces, restaurants et services du cœur de Nice.

 POUR FAIRE UNE CANDIDATURE, ALLER SUR NOTRE SITE WEB OQORO ET RENSEIGNER LA REFERENCE : SL5816S
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : 
Montant estimé des dépenses annuelles d'énergie pour un usage standard : 2060 euros par an.
Prix moyens des énergies indexés sur l'année 2021, 2022, 2023 (abonnements compris)",Location d'appartement meublé,Appartement à louer,"['4 pièces', '3 chambres', '101,2 m²', '1er étage']",1790.0,seloger,25QEXM3KBN8N,4.0,101.2,1.0,4 pièces,"101,2 m²",1er étage,3.0,3 chambres,,,,,7.255925,43.712329,18.0
2025-09-12 16:13:00+00:00,2025-12-10 01:17:09.360000+00:00,Nice,06300,FRA,MultiPolygon,"[[[[7.304, 43.69627], [7.30901, 43.69246], [7.30426, 43.68501], [7.29381, 43.68651], [7.29364, 43.69073], [7.28535, 43.69363], [7.28418, 43.69819], [7.28333, 43.69443], [7.28835, 43.69043], [7.27784, 43.69422], [7.26605, 43.69445], [7.24366, 43.68927], [7.23069, 43.67871], [7.23077, 43.66597], [7.22325, 43.65719], [7.2237, 43.66084], [7.21287, 43.64785], [7.20101, 43.64553], [7.19945, 43.64733], [7.20361, 43.65122], [7.20084, 43.65357], [7.20132, 43.66073], [7.18744, 43.69296], [7.18215, 43.73769], [7.18543, 43.7468], [7.19784, 43.75979], [7.21496, 43.75592], [7.21583, 43.75198], [7.21996, 43.75082], [7.22115, 43.74156], [7.23273, 43.74582], [7.23884, 43.75105], [7.24844, 43.75147], [7.24918, 43.74668], [7.2524, 43.74626], [7.24991, 43.74502], [7.2522, 43.74442], [7.25138, 43.73985], [7.26178, 43.74564], [7.26354, 43.74352], [7.27351, 43.74513], [7.27965, 43.74295], [7.28126, 43.73589], [7.28585, 43.73395], [7.29826, 43.73924], [7.29487, 43.74856], [7.29667, 43.75842], [7.29947, 43.75474], [7.30773, 43.75373], [7.31209, 43.74552], [7.30813, 43.73773], [7.29234, 43.73341], [7.30319, 43.72128], [7.30699, 43.72658], [7.31546, 43.72245], [7.32348, 43.72335], [7.31468, 43.7206], [7.31364, 43.71517], [7.30082, 43.70622], [7.30023, 43.70177], [7.304, 43.69627]]]]","Dans immeuble de très bon standing avec piscine, tennis, superbe 3 pièces situé au 2ème étage avec ascenseur, entièrement meublé avec vue mer, terrasse et garage fermé.Vaste séjour avec cuisine US ouvrant sur superbe terrasse avec vue excpetionnelle sur la végétation, la ville et la baie des anges, une chambre avec un dressing aménagé, une chambre avec placard, salle d'eau, WC indépendant, double vitrage, climatisation réversible. Un grand garage avec mezzanine complète ce bien.",MONT BORON 3 PIECES MEUBLE AVEC GARAGE,Appartement à louer,"['3 pièces', '2 chambres', '78 m²', '2ème étage']",2250.0,seloger,25PXMY6DUFJJ,3.0,78.0,2.0,3 pièces,78 m²,2ème étage,2.0,2 chambres,,,,,7.23833690842232,43.71240395819776,29.0
2025-12-05 18:27:00+00:00,2025-12-09 01:17:08.544000+00:00,Nice,06200,FRA,Point,"[7.2024837, 43.6839238]","NICE-SIMONE VEIL : Dans résidence récente, proche de toutes commodités, beau 3 pièces composé d 'un séjour avec cuisine ouverte aménagée donnant sur balcon de 18.45 m2, deux chambres, salle de bains et wc séparé. Eau chaude  collective.
Parking n°49

Pas de colocation

Référence interne : COTE JARDIN B303",Appartement 3 pièces,Appartement à louer,"['3 pièces', '2 chambres', '66 m²', '3ème étage']",1139.0,seloger,25MUJJR79MYT,3.0,66.0,3.0,3 pièces,66 m²,3ème étage,2.0,2 chambres,,,,,7.2024837,43.6839238,17.0
2025-12-01 12:06:00+00:00,2025-12-03 17:46:19.839000+00:00,Nice,06000,FRA,Point,"[7.277035721484311, 43.718340588533295]","Cimiez , 1 Avenue BELLANDA, rare, très beau meublé, beaucoup de charme , tout confort , bel agencement, rangements,  chauffage collectif, cave.
Mr FLORINO","Cimiez, superbe studio meublé",Appartement à louer,"['1 pièce', '20 m²', 'Étage 3/4']",724.0,seloger,25T3FL27CJF5,1.0,20.0,34.0,1 pièce,20 m²,Étage 3/4,,,,,,,7.277035721484311,43.718340588533295,36.0
2023-08-29 08:17:00+00:00,2025-11-27 08:11:06.512000+00:00,Nice,06000,FRA,Point,"[7.269861, 43.704163]","HYPER-CENTRE, Place Toseli, 4 Pièces meublées en très bon état situé au 1er étage avec ascenseur comprenant : entrée, séjour avec canapé TV, cuisine US équipée et aménagée (four, lave vaisselle, lave-linge, plaque, hotte etc). 3 chambres avec literies doubles, nombreux rangements, salle d'eau et WC séparé. Chauffage individuel. Idéal colocation",PLACE TOSELLI 4 PIECES MEUBLES 1ER ETAGE ASCENSEUR,Appartement à louer,"['4 pièces', '3 chambres', '55,5 m²', '1er étage']",1800.0,seloger,23MAMYLQUB6X,4.0,55.5,1.0,4 pièces,"55,5 m²",1er étage,3.0,3 chambres,,,,,7.269861,43.704163,32.0
2025-12-09 10:12:00+00:00,2025-12-09 10:21:07.942000+00:00,Nice,06200,FRA,Point,"[7.2237731, 43.6865679]","Situé à proximité immédiate de l'IUT de Nice, ce studio meublé offre un cadre de vie agréable et sécurisé au sein d'une résidence de standing, calme et verdoyante.

 Description du logement :

Studio de 20 m²

Terrasse de 12 m² avec vue sur jardin

Entièrement meublé et équipé :

Canapé-lit

Machine à laver

Four micro-ondes

Rangements

Résidence sécurisée avec gardiennage jour et nuit

Accès libre aux 2 courts de tennis, à la piscine et au pool house

Parking moto et parking vélo accessibles à tous

 Conditions de location :

Loyer : 775 € charges comprises

Loyer avec parking fermé : 875 € charges comprises
(soit 100€ au lieu de 130€ hors package)

BAIL ÉTUDIANT UNIQUEMENT

Résidence calme et parfaitement entretenue

 Localisation :

Quartier Fabron – Nice Ouest. Proche IUT, commerces et transports en commun. Accès rapide à la Promenade des Anglais et au centre-ville.

Updated on 09/12/2025
  Mise à jour le 09/12/2025",Appartement de 20m2,Appartement à louer,"['1 pièce', '20 m²', '3ème étage', 'dès le 01/01/2026']",775.0,seloger,25Z7MBC8ZTCE,1.0,20.0,3.0,1 pièce,20 m²,3ème étage,,,,,dès le 01/01/2026,dès le 01/01/2026,7.2237731,43.6865679,39.0
2025-11-29 14:29:00+00:00,2025-11-29 19:41:16.593000+00:00,Nice,06200,FRA,Point,"[7.219845, 43.684398]","iad France - Annica Josefsson vous propose: Grand appartement 3 pièces de 77 m² avec vue dégagée et mer - Nice Ouest, La Lanterne
Lumineux, spacieux et idéalement situé, cet appartement d'angle au 2e étage d'une résidence sécurisée avec ascenseur offre une triple exposition. 

Confort et fonctionnalité grâce aux pièces bien agencées, séparant intelligemment les espaces jour et nuit.
Séjour de 25 m², ouvert sur une terrasse orientée Sud-Ouest, parfaite pour profiter des belles journées et des couchers de soleil.
Cuisine semi-ouverte, aménagée et équipée, avec accès direct sur un balcon orienté Ouest. 
Deux grandes chambres avec placards intégrés et accès à une terrasse au calme.
Une salle d'eau avec douche et WC. Un autre WC indépendant avec lavabo et espace de rangement.

Grand garage sécurisé de 17 m², équipé d'une porte motorisée, éclairage et mezzanine pour un espace de stockage optimisé.
Climatisation réversible, volets roulants électriques, stores bannes.

Localisation idéale :
Proche des commodités et des écoles, à seulement 15 minutes de l'aéroport de Nice, avec l'arrêt de bus au pied de la résidence.
(Provision de charges comprenant chauffage, eau chaude et froide, charges de copropriété). 
Aux honoraires à la charge du locataire, s'ajoutent les frais liés à l'état des lieux. Appartement soumis à la Garantie Loyer Impayé, avec conditions de ressources. POUR TOUTE DEMANDE DE VISITE, MERCI DE PREPARER UN DOSSIER DE LOCATION COMPLET. 

Information d'affichage énergétique sur ce bien : classe ENERGIE C indice 145 et classe CLIMAT C indice 16. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : 
La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mme Annica Josefsson mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de GRASSE sous le numéro 885400143, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS. Location non meublée. Montant du loyer mensuel charges comprises : 1750.00 euros / mois. Provision mensuelle avec récupération annuelle : 250.00 euros / mois. Zone soumise à encadrement : non. Dépôt de garantie : 1500 euros. Honoraires TTC à la charge du locataire: 689 euros (soit 8 euros/m²).",Location Appartement 3 pièces,Appartement à louer,"['3 pièces', '2 chambres', '77 m²', 'Étage 2/4']",1750.0,seloger,25RS5KIQAB59,3.0,77.0,24.0,3 pièces,77 m²,Étage 2/4,2.0,2 chambres,,,,,7.219845,43.684398,23.0
2025-12-09 18:04:00+00:00,2025-12-10 01:16:57.548000+00:00,Nice,06000,FRA,Point,"[7.198742, 43.682361]","Crédit Agricole Immobilier vous propose, au coeur du quartier de l'Eco-Vallée Nice Méridia, un appartement T2 dans une résidence avec gardien, locaux à vélos/poussettes et ascenseur. Situé au 2ème étage, il comprend un placard à l'entrée, une cuisine ouverte sur le séjour, une chambre avec placard ainsi qu'une salle d'eau aménagée avec meuble sous vasque et wc. Une loggia. Une place de parking. Pour faciliter vos déplacements au quotidien, vous trouverez à 250m l'arrêt de bus « Méridia » (lignes 9 et 11), la Gare à 2 km et l'aéroport Sophia Antipolis à 3km. Aussi, vous profiterez de la ligne Tram 3 qui vous permettra de rejoindre facilement le centre-ville de Nice ou l'aéroport. Pharmacie, supérette et restaurants à proximité immédiate, sur l'avenue Simone Veil. Enfin, le quartier Méridia est un quartier dynamique, avec écoles (de la maternelle au lycée) et entreprises à proximité (Schneider Electric, EDF, IBM, Cisco, Veolia).
Honoraires de location (TTC) à la charge du locataire pour la réalisation des services suivants : visites, constitution de dossier, frais de rédaction de bail, état des lieux. Dépôt de garantie, à verser par le locataire correspond à 1 mois de loyer HC. Nous consulter pour disponibilité.
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques :  georisques. gouv. fr",T2,Appartement à louer,"['2 pièces', '1 chambre', '44 m²', 'Étage 2/9']",838.0,seloger,25RYMGDCACDH,2.0,44.0,29.0,2 pièces,44 m²,Étage 2/9,1.0,1 chambre,,,,,7.198742,43.682361,19.0
2025-09-17 01:37:00+00:00,2025-12-04 03:20:05.852000+00:00,Nice,06000,FRA,Point,"[7.263068, 43.700717]","Oqoro vous présente ce charmant T3 de 70 m², idéalement situé au cœur de Nice, au 39 rue Paul Déroulède. Niché au troisième étage d'une résidence calme, ce logement allie confort, luminosité et emplacement exceptionnel.
 LE LOGEMENTL'appartement est traversant et bénéficie d'une belle luminosité naturelle.
La pièce de vie, chaleureuse et conviviale, est meublée avec un canapé, un fauteuil et une télévision. Coup de cœur : elle s'ouvre sur un balcon idéal pour profiter de l'extérieur.
La cuisine ouverte est entièrement équipée : four, micro-ondes, plaques de cuisson, hotte, évier, réfrigérateur avec compartiment congélateur, lave-vaisselle, machine à laver, ainsi que de nombreux rangements et ustensiles de cuisine. Un mange-debout est également à disposition pour des repas conviviaux.
Le petit plus : bouilloire et grille-pain sont fournis.
La salle de bain comprend une baignoire, un meuble vasque avec miroir, un bidet ainsi que des rangements. Les WC sont séparés.
Deux chambres sont disponibles :
Première chambre : très spacieuse et lumineuse, elle est aménagée avec goût. Elle dispose d'un lit double, d'une armoire, de tables de chevet, d'un fauteuil et de la climatisation. Elle donne également accès au balcon.
Seconde chambre : équipée d'un lit double, de tables de chevet, d'un fauteuil et de la climatisation, elle bénéficie elle aussi d'un accès au balcon.

LE QUARTIERBénéficiez d'un emplacement idéal en plein centre-ville de Nice.
À proximité immédiate, vous disposez de tous les transports en commun nécessaires :
Tramway : lignes L2 et L3 à 4 minutes à pied, ligne L1 à 10 minutes.
Bus : lignes 8+, 12+, 38 accessibles en quelques minutes.
Gare SNCF Nice-Ville : à seulement 7 minutes à pied, pour faciliter vos déplacements régionaux et nationaux.
Dans un rayon de 10 minutes à pied, vous trouverez toutes les commodités : supermarchés (U Express et Lidl à 2 minutes, Intermarché à 5 minutes), pharmacies, boulangeries, commerces, boutiques et restaurants.
Enfin, la Promenade des Anglais se situe à seulement 10 minutes de marche, pour profiter de balades en bord de mer.

 POUR FAIRE UNE CANDIDATURE, ALLER SUR NOTRE SITE WEB OQORO ET RENSEIGNER LA REFERENCE : SL8592E
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : 
Montant estimé des dépenses annuelles d'énergie pour un usage standard : 1475 euros par an.
Prix moyens des énergies indexés sur l'année 2021, 2022, 2023 (abonnements compris)",Location d'appartement meublé,Appartement à louer,"['3 pièces', '2 chambres', '70,4 m²', '3ème étage']",1375.0,seloger,25EQ6DL7YGMS,3.0,70.4,3.0,3 pièces,"70,4 m²",3ème étage,2.0,2 chambres,,,,,7.263068,43.700717,20.0
2024-07-04 08:10:00+00:00,2025-12-03 09:06:15.335000+00:00,Nice,06000,FRA,Point,"[7.2630599999999985, 43.69697899999991]","HYPER CENTRE RUE DU CONGRES / RUE PIETONNE 50 METRES DE LA PLAGE, 2 Pièces meublées refait complètement à neuf avec climatisation comprenant : pièce principale avec cuisine ouverte aménagée et équipée, chambre avec literie, salle d'eau avec WC, terrasse. Immeuble très bien entretenu. Box Internet 35 € en supplément. Bail mobilité ou étudiant. Disponible immédiatement",HYPER CENTRE 2 P.MEUBLE REFAIT A NEUF + CLIM,Appartement à louer,"['2 pièces', '1 chambre', '20 m²', 'RDC']",920.0,seloger,241F5FWEQDWK,2.0,20.0,,2 pièces,20 m²,RDC,1.0,1 chambre,,,,,7.2630599999999985,43.69697899999991,46.0
2025-10-17 13:54:00+00:00,2025-11-17 14:35:15.270000+00:00,Nice,06300,FRA,MultiPolygon,"[[[[7.2865, 43.70286], [7.28576, 43.70309], [7.28621, 43.70355], [7.28633, 43.70364], [7.28661, 43.70375], [7.28715, 43.70397], [7.28658, 43.70415], [7.28603, 43.70432], [7.28616, 43.70453], [7.28637, 43.70489], [7.28652, 43.70517], [7.2867, 43.70547], [7.28702, 43.70604], [7.28753, 43.70589], [7.28813, 43.70569], [7.28861, 43.70556], [7.2894, 43.70532], [7.28949, 43.7055], [7.2896, 43.70542], [7.29008, 43.70528], [7.29075, 43.70507], [7.29088, 43.70507], [7.29037, 43.70437], [7.29013, 43.70405], [7.28995, 43.70379], [7.28973, 43.7035], [7.28955, 43.70325], [7.28933, 43.70298], [7.28912, 43.70267], [7.28902, 43.70252], [7.28897, 43.70244], [7.28875, 43.70218], [7.28781, 43.70246], [7.2865, 43.70286]]]]","Dans immeuble récent
2eme étage beau studio meublé rénové donnant sur terrasse
Climatisé.
A voir
Photos sur demande.",Appartement À Louer,Appartement à louer,"['1 pièce', '24 m²', '2ème étage']",780.0,seloger,25AF67H4L1G9,1.0,24.0,2.0,1 pièce,24 m²,2ème étage,,,,,,,7.288182258945208,43.70415088123305,32.0
2025-12-03 09:32:00+00:00,2025-12-09 08:31:14.903000+00:00,Nice,06200,FRA,Point,"[7.2001765315225645, 43.69033330546474]","À LOUER — Magnifique T2 Neuf de 50,5m² – Résidence JOIA Méridia – Nice (Livraison 07/01/2026)

Découvrez ce superbe appartement T2 de 50,5 m², situé dans la nouvelle résidence de prestige JOIA Méridia, au cœur du quartier éco-innovant Nice Méridia.
Un logement moderne, lumineux et pensé pour un confort optimal, disponible à partir du 06/01/2026, date officielle de livraison du programme.

Le logement :

Ce bel appartement neuf se compose de :

Séjour lumineux avec grande ouvertures et accès à une terrasse 

Cuisine ouverte moderne équipée, plaque 4 feux, hotte, ameublement de cuisine, espace four etc.

Une grande chambre  calme avec rangements

Salle d'eau moderne avec douche à l'italienne

Placards intégrés

Surface habitable : 50,5 m²
Chauffage au sol collectif géothermique
Immeuble conforme aux normes RT2012 / RE2020 selon le bâtiment.

Place de parking privative en sous-sol incluse – un véritable atout dans ce secteur recherché.

 La résidence JOIA Méridia

Un ensemble architectural contemporain, signé par des architectes de renom, offrant :

Halls de standing

Ascenseurs nouvelle génération

Accès sécurisés (badge, visiophone, vidéoprotection)

Local vélos

Espaces communs soignés et végétalisés

 Localisation idéale

Situé au cœur de l'Éco-Vallée, à proximité :

Tramway L2 & L3

Aéroport de Nice

Autoroute A8

Commerces, restauration, écoles, campus, bureaux

Grand Arénas, Méridia, Cap 3000 à quelques minutes

Un quartier jeune, innovant et parfaitement connecté.

 Disponibilité :

À partir du 06 décembre 2025 (livraison officielle).
Pré-réservation possible dès maintenant.

Une journée de visite sera organisée directement sur le chantier en amont de la livraison le 16/12/2025,
permettant aux futurs locataires présélectionnés de découvrir les lieux avant l'entrée dans les logements.

Honoraires réglementés zone A : 606 €
état des lieux d'entrée : 151,5 €

BIEN RARE A LA LOCATION !

Contact Raphaël",T2 neuf Nice Joïa Meridia,Appartement à louer,"['2 pièces', '1 chambre', '50,5 m²', '1er étage']",1091.0,seloger,25GY6Z7GAIY6,2.0,50.5,1.0,2 pièces,"50,5 m²",1er étage,1.0,1 chambre,,,,,7.2001765315225645,43.69033330546474,22.0
2025-11-28 21:58:00+00:00,2025-12-02 01:17:11.110000+00:00,Nice,06300,FRA,Point,"[7.284307462904301, 43.706138380229696]","A Louer sur NICE dans résidence récente rue Maraldi, entre Carrefour TNL et l'avenue de la République, au 2ème étage avec ascenseur joli deux pièces composé d'entrée sur séjour avec placard et cuisine ouverte, un WC indépendant, une chambre avec sa salle de douche en suite, terrasse. Exposé SUD",A LOUER deux pièces vide dans immeuble neuf Nice TNL,Appartement à louer,"['2 pièces', '1 chambre', '42 m²', 'Étage 2/6']",1100.0,seloger,2598K4NXFPZ5,2.0,42.0,26.0,2 pièces,42 m²,Étage 2/6,1.0,1 chambre,,,,,7.284307462904301,43.706138380229696,26.0
2025-12-01 14:41:00+00:00,2025-12-01 14:46:13.615000+00:00,Nice,06200,FRA,MultiPolygon,"[[[[7.23743, 43.70076], [7.23644, 43.70036], [7.23649, 43.70013], [7.23602, 43.70076], [7.23608, 43.70009], [7.23533, 43.70061], [7.23566, 43.6997], [7.23483, 43.7003], [7.23496, 43.69994], [7.23437, 43.69973], [7.23594, 43.6985], [7.23507, 43.6976], [7.23579, 43.69717], [7.23465, 43.69679], [7.23298, 43.69816], [7.23253, 43.69792], [7.23101, 43.69877], [7.23092, 43.69844], [7.22861, 43.69915], [7.22787, 43.69968], [7.22774, 43.69949], [7.22609, 43.70085], [7.22526, 43.7011], [7.22501, 43.70035], [7.22235, 43.70218], [7.2217, 43.70195], [7.22247, 43.70158], [7.22117, 43.70089], [7.22186, 43.69972], [7.21998, 43.69928], [7.21924, 43.69961], [7.21932, 43.70055], [7.21866, 43.70073], [7.21864, 43.70121], [7.21811, 43.7011], [7.21825, 43.70166], [7.21778, 43.70163], [7.21766, 43.70253], [7.21666, 43.70358], [7.21857, 43.70337], [7.22485, 43.70544], [7.22404, 43.7072], [7.22624, 43.70716], [7.22633, 43.70689], [7.22665, 43.70718], [7.23008, 43.70495], [7.2313, 43.70468], [7.23279, 43.70387], [7.23336, 43.70405], [7.23391, 43.70349], [7.23478, 43.70361], [7.23618, 43.7027], [7.23743, 43.70076]]]]","A LOUER BAIL VIDE / NICE OUEST/ ROUTE DE BELLET

Dans un domaine de luxe au calme absolu, avec piscine, terrain de pétanque et jardin, nous vous proposons ce magnifique 3 pièces de 62,29m2 en duplex baigné de lumière, exposé SUD avec vue mer et collines.

Au rez-de-chaussée : une entrée, un séjour, une cuisine équipée , un water-closet, un rangement, une terrasse de 8,10 m2

À l'étage : deux chambres, une salle de bains, un water-closet, un dégagement, des placards et une terrasse d'une surface de 6,20 m².

Nombreux rangements.

L'appartement a été entièrement rénové en 2019 avec des matériaux de qualité, climatisation sur les deux niveaux.

Un garage en sous sol complète ce bien. 

Transports, écoles et commerces à proximité .

Loyer : 1700 € + 100 € de charges = 1800 € CC
Durée : 3 ans reconductible
Disponibilité : 11 Décembre 2025
Honoraires : (Constitution du dossier, visite, rédaction du bail, état des lieux 13€/m2) = 809 €",À Louer / 3 pièces duplex + box / Bellet,Appartement à louer,"['3 pièces', '2 chambres', '62,3 m²', 'RDC']",1800.0,seloger,258LV1FJWEUW,3.0,62.3,,3 pièces,"62,3 m²",RDC,2.0,2 chambres,,,,,7.227920913431217,43.70219517088245,29.0
2025-12-08 09:39:00+00:00,2025-12-08 09:41:05.234000+00:00,Nice,06000,FRA,MultiPolygon,"[[[[7.304, 43.69627], [7.30901, 43.69246], [7.30426, 43.68501], [7.29381, 43.68651], [7.29364, 43.69073], [7.28535, 43.69363], [7.28418, 43.69819], [7.28333, 43.69443], [7.28835, 43.69043], [7.27784, 43.69422], [7.26605, 43.69445], [7.24366, 43.68927], [7.23069, 43.67871], [7.23077, 43.66597], [7.22325, 43.65719], [7.2237, 43.66084], [7.21287, 43.64785], [7.20101, 43.64553], [7.19945, 43.64733], [7.20361, 43.65122], [7.20084, 43.65357], [7.20132, 43.66073], [7.18744, 43.69296], [7.18215, 43.73769], [7.18543, 43.7468], [7.19784, 43.75979], [7.21496, 43.75592], [7.21583, 43.75198], [7.21996, 43.75082], [7.22115, 43.74156], [7.23273, 43.74582], [7.23884, 43.75105], [7.24844, 43.75147], [7.24918, 43.74668], [7.2524, 43.74626], [7.24991, 43.74502], [7.2522, 43.74442], [7.25138, 43.73985], [7.26178, 43.74564], [7.26354, 43.74352], [7.27351, 43.74513], [7.27965, 43.74295], [7.28126, 43.73589], [7.28585, 43.73395], [7.29826, 43.73924], [7.29487, 43.74856], [7.29667, 43.75842], [7.29947, 43.75474], [7.30773, 43.75373], [7.31209, 43.74552], [7.30813, 43.73773], [7.29234, 43.73341], [7.30319, 43.72128], [7.30699, 43.72658], [7.31546, 43.72245], [7.32348, 43.72335], [7.31468, 43.7206], [7.31364, 43.71517], [7.30082, 43.70622], [7.30023, 43.70177], [7.304, 43.69627]]]]","NICE - LA MADELEINE

Ce logement bénéficie d'une excellente desserte. Vous y trouverez plusieurs lignes de bus à proximité ainsi qu'un accès facile au tramway, permettant de rejoindre rapidement le centre-ville et les principaux points d'intérêt. 

Studio meublé de 18m² se compose d'un séjour, d'une cuisine ouverte équipée, d'une salle de douche, d'un wc et d'un balcon.

- Loyer : 670€ charges comprises.

Dépôt de garantie : 1340€

Forfait 210€ TTC
Référence de l'annonce : 0602522

Et si votre futur logement ne se trouvait pas encore en ligne ?
N'hésitez pas à nous joindre ou à venir nous rencontrer en agence au 7 rue de Lépante à Nice (à deux pas de Nice Étoile et du Monoprix).",Studio meublé de 18m² avec balcon,Appartement à louer,"['1 pièce', '18 m²']",670.0,seloger,2522IPF35MSR,1.0,18.0,,1 pièce,18 m²,,,,,,,,7.23833690842232,43.71240395819776,37.0
2025-12-04 10:17:00+00:00,2025-12-04 10:20:08.335000+00:00,Nice,06000,FRA,Point,"[7.26472, 43.69678]","NICE COEUR ZONE PIETONNE, agréable 2 pièces meublé de 35m2 entièrement rénové récemment, et bien équipé. Situé au 4ème et avant-dernier étage avec ascenseur, l'appartement est composé d'un séjour avec cuisine américaine équipée, une chambre avec rangements, et une salle d'eau avec wc. L'appartement donne à l'arrière avec une vue très dégagée sur les collines, au calme. Disponible de suite.

ATTENTION ! pour toute demande d'informations, merci d'écrire à , en précisant vos coordonnées et quelques informations (statut professionnel, salaire, garant éventuel etc.). Les visites auront lieu dans la semaine.",NICE ZONE PIETONNE - 2 pièces meublé 35m2 en avant-dernier étage,Appartement à louer,"['2 pièces', '1 chambre', '34,2 m²', 'Étage 4/5']",1200.0,seloger,25UU9EZZ1TZN,2.0,34.2,45.0,2 pièces,"34,2 m²",Étage 4/5,1.0,1 chambre,,,,,7.26472,43.69678,35.0
